[5678, 421, 12947, 5, 5369, 826, 11811, 306, 3325, 35, 7746]
[3891, 1088, 947, 745, 10521, 844, 7338, 648, 4577, 751, 12170]
[3516, 1142, 3729, 1111, 14875, 1080, 2122, 875, 2461, 624, 5786]
[9233, 853, 9778, 1122, 14145, 1122, 13904, 1122, 12452, 1226, 13231]
[9815, 565, 4345, 508, 5443, 53, 5590, 1164, 2844, 1147, 5651]
[8893, 93, 5409, 946, 3325, 35, 4783, 910, 5425, 1079, 10011]
[4473, 495, 11610, 853, 9399, 1122, 468, 597, 3678, 844, 13622]
[13753, 1164, 1541, 78, 13753, 78, 9211, 5, 7549, 826, 4714]
[6151, 946, 3325, 35, 13265, 421, 184, 1331, 13076, 588, 8606]
[920, 136, 10945, 624, 9149, 368, 5586, 384, 1656, 624, 1273]
[4915, 382, 4089, 971, 3509, 1296, 7031, 565, 6872, 508, 632]
[9278, 178, 4985, 1133, 9244, 926, 6854, 296, 12518, 1207, 12129]
[14576, 53, 1483, 845, 146, 786, 6856, 1164, 684, 421, 1483]
[5801, 1139, 9918, 565, 6211, 508, 1232, 500, 13908, 333, 13500]
[10979, 282, 3325, 35, 6005, 960, 3325, 721, 8269, 86, 10200]
[7757, 624, 1000, 1226, 11910, 1296, 2122, 302, 13047, 136, 10959]
[1901, 927, 4883, 875, 11416, 1111, 6998, 136, 6759, 853, 4792]
[10390, 85, 7564, 1291, 1297, 352, 8317, 978, 11789, 421, 262]
[13583, 93, 7603, 74, 8969, 805, 14383, 516, 5753, 93, 14342]
[2162, 1334, 14326, 1257, 9144, 491, 6856, 648, 9476, 1088, 13262]
[8519, 242, 1937, 814, 13417, 242, 11621, 600, 2313, 872, 5451]
[3639, 565, 10320, 508, 8520, 74, 1086, 805, 10803, 875, 4372]
[6192, 562, 8464, 1164, 2668, 628, 3706, 884, 2668, 444, 2890]
[10137, 93, 13577, 516, 1894, 93, 3138, 104, 5908, 242, 6762]
[8077, 565, 11274, 508, 935, 204, 7790, 1138, 13088, 277, 1773]
[1949, 721, 9781, 86, 11216, 1147, 7406, 875, 12444, 520, 9843]
[5816, 192, 4746, 665, 386, 387, 6547, 665, 4027, 192, 6547]
[526, 1123, 6856, 642, 12136, 78, 7285, 354, 6005, 1092, 3325]
[4969, 577, 12223, 349, 1356, 368, 2921, 1263, 9679, 721, 9781]
[12409, 384, 7452, 1111, 14435, 1334, 14326, 1257, 12750, 1137, 14326]
[4816, 1044, 8621, 1147, 3960, 53, 5590, 261, 8598, 485, 7160]
[107, 1260, 11541, 612, 6685, 242, 12712, 1117, 12428, 700, 9329]
[4926, 1128, 12216, 1035, 12792, 1164, 14949, 421, 12792, 1164, 14839]
[14514, 52, 49, 316, 14225, 352, 5030, 978, 7889, 910, 1480]
[1783, 751, 8327, 727, 733, 814, 14304, 421, 6856, 363, 12695]
[12024, 721, 9781, 86, 3807, 1226, 12059, 269, 3696, 1243, 5590]
[11165, 1179, 2696, 1079, 1767, 1291, 2146, 354, 5198, 1164, 506]
[520, 571, 106, 844, 1478, 65, 8281, 1334, 14326, 1257, 6702]
[12667, 1063, 11005, 745, 11848, 1296, 7297, 589, 4317, 1088, 947]
[4988, 495, 14065, 1111, 10796, 136, 5938, 853, 148, 1142, 6976]
[14896, 597, 13921, 748, 5590, 642, 13834, 52, 14790, 316, 2146]
[435, 1142, 5867, 853, 8431, 875, 5466, 1014, 350, 1296, 12658]
[11049, 756, 6884, 176, 9306, 168, 1296, 442, 7228, 104, 6696]
[1203, 192, 6547, 246, 12763, 887, 2119, 665, 3961, 387, 6547]
[14162, 665, 13714, 653, 14162, 71, 7946, 926, 5971, 296, 10243]
[2783, 1128, 14858, 898, 9452, 37, 1385, 1164, 9452, 488, 12223]
[10475, 421, 13103, 52, 6678, 316, 13103, 1079, 7524, 229, 2304]
[5980, 13, 4746, 665, 2385, 877, 8075, 1244, 2968, 195, 5858]
[7230, 875, 4419, 853, 11776, 53, 12937, 1164, 14396, 721, 9781]
[919, 892, 14779, 429, 5353, 589, 6583, 1296, 3522, 462, 1922]
[1541, 37, 13753, 184, 1541, 233, 9211, 1079, 6354, 858, 6100]
[12785, 1096, 5330, 309, 7908, 535, 13834, 1128, 13694, 712, 3487]
[88, 565, 10499, 508, 6710, 589, 3787, 856, 10869, 316, 4535]
[13189, 472, 1331, 530, 5521, 530, 11665, 530, 6324, 3, 14658]
[13422, 144, 8591, 809, 1162, 403, 14171, 791, 12283, 1122, 3003]
[8821, 1164, 5003, 360, 13017, 721, 9781, 86, 1199, 1022, 13281]
[289, 516, 13661, 93, 5812, 143, 6338, 1142, 1313, 624, 6784]
[13734, 931, 5590, 261, 3779, 139, 10618, 721, 8269, 86, 8414]
[3089, 154, 10735, 452, 12610, 154, 10735, 452, 9436, 1336, 10044]
[1026, 1122, 1552, 368, 9941, 384, 3729, 624, 5181, 1226, 3263]
[5540, 527, 5180, 453, 9259, 565, 6872, 508, 7226, 565, 4415]
[14002, 721, 8269, 86, 8342, 1008, 7234, 298, 1674, 12, 10319]
[6146, 54, 7114, 910, 1473, 1001, 410, 922, 10642, 1227, 11785]
[1547, 1123, 13534, 385, 3325, 35, 485, 1164, 7354, 421, 8939]
[11964, 1138, 13088, 277, 2856, 1170, 6523, 50, 14836, 1275, 14876]
[8022, 37, 5478, 1164, 4329, 78, 5478, 981, 13534, 52, 2304]
[6829, 721, 8269, 86, 11286, 1147, 5563, 565, 6872, 508, 13549]
[1697, 1058, 10249, 973, 10061, 589, 4625, 280, 10681, 355, 2842]
[14481, 577, 12223, 47, 10599, 349, 9976, 402, 9174, 322, 9976]
[9840, 910, 7785, 1164, 5206, 1, 3325, 35, 5590, 95, 3280]
[5410, 721, 8269, 86, 14272, 1122, 3449, 1122, 4908, 53, 5590]
[10160, 233, 8939, 845, 1788, 635, 14933, 52, 8726, 316, 5241]
[11902, 180, 12493, 1164, 8896, 296, 10243, 450, 9678, 705, 10243]
[10753, 285, 14665, 976, 12223, 721, 9781, 86, 6886, 876, 13791]
[4555, 1147, 6888, 143, 1913, 1122, 2241, 1226, 12433, 1096, 8718]
[1462, 589, 3247, 469, 14707, 143, 2073, 456, 14922, 495, 6908]
[14211, 1111, 10141, 935, 6963, 814, 14902, 1146, 1937, 814, 6554]
[13853, 213, 76, 684, 470, 933, 13813, 1147, 3428, 143, 1795]
[7584, 461, 3159, 1321, 7584, 1122, 8793, 565, 7562, 508, 9148]
[8666, 1053, 6444, 1164, 6957, 421, 13162, 421, 184, 1164, 2201]
[11695, 421, 8765, 1331, 13003, 1008, 9097, 565, 12022, 508, 8692]
[7609, 45, 2565, 65, 11107, 269, 1266, 597, 11107, 763, 10137]
[8843, 805, 3109, 74, 3000, 805, 10106, 721, 8269, 86, 3507]
[5163, 1207, 9132, 421, 5590, 1164, 6635, 514, 12223, 721, 9781]
[2346, 39, 6134, 1340, 11606, 844, 552, 65, 5568, 1334, 14326]
[10552, 1123, 4783, 444, 10090, 390, 12397, 910, 2480, 1128, 13694]
[651, 259, 11513, 665, 11489, 926, 9198, 1058, 10108, 484, 6985]
[8038, 425, 448, 583, 5213, 52, 3929, 376, 10015, 635, 9163]
[14629, 604, 1744, 699, 10426, 947, 9603, 761, 4326, 733, 14785]
[10321, 875, 14045, 1014, 2720, 495, 2053, 520, 11398, 384, 5277]
[9918, 1053, 14389, 1168, 731, 319, 8340, 1122, 1350, 875, 7757]
[12740, 948, 5590, 1164, 11868, 421, 5590, 261, 6910, 1164, 4002]
[12459, 1226, 6447, 856, 13840, 93, 12485, 53, 6830, 5, 8935]
[14281, 508, 10539, 727, 733, 1180, 8906, 52, 1904, 316, 9159]
[2962, 93, 9907, 190, 12126, 470, 6070, 516, 12727, 58, 7770]
[3047, 53, 5590, 522, 14499, 892, 14403, 429, 7986, 1340, 7057]
[11742, 495, 7452, 624, 9073, 597, 2647, 844, 8394, 65, 8298]
[8968, 394, 14898, 475, 1240, 721, 8269, 86, 10722, 805, 13577]
[12507, 844, 7338, 65, 7360, 748, 6856, 1079, 14090, 635, 10980]
[8358, 1122, 9653, 143, 6829, 368, 2383, 1263, 9666, 368, 2921]
[6687, 382, 11575, 180, 4358, 1168, 13542, 1296, 10247, 1340, 10469]
[13135, 902, 3325, 35, 9539, 1128, 13694, 1259, 3555, 188, 3325]
[277, 981, 5241, 1339, 3377, 184, 5691, 425, 5912, 583, 3435]
[1301, 1044, 4358, 1168, 4610, 935, 733, 814, 12864, 242, 3782]
[9215, 684, 470, 42, 3327, 565, 3791, 508, 12538, 53, 5590]
[6633, 819, 2019, 1104, 5832, 225, 9278, 1194, 9241, 723, 12103]
[879, 565, 10152, 745, 14148, 280, 186, 721, 8269, 86, 8390]
[9455, 233, 5590, 600, 2313, 872, 6440, 52, 10869, 316, 5814]
[10929, 996, 9129, 604, 5776, 1058, 5745, 293, 12003, 995, 5590]
[8348, 421, 1010, 421, 12937, 910, 4049, 85, 7164, 786, 1731]
[12834, 721, 8269, 86, 3381, 516, 13021, 93, 3448, 368, 3966]
[11578, 272, 6707, 402, 1809, 1273, 8456, 579, 6610, 238, 10068]
[3090, 1142, 8656, 1111, 12565, 136, 14485, 624, 1151, 308, 1955]
[14864, 143, 5812, 1142, 6340, 853, 9471, 1142, 9670, 624, 13792]
[2036, 42, 11710, 565, 7242, 508, 8628, 1138, 13088, 254, 7432]
[10994, 861, 6396, 751, 5713, 104, 4430, 188, 13017, 35, 4991]
[8600, 1147, 9724, 946, 3325, 35, 7746, 1092, 3325, 35, 8906]
[580, 1142, 10959, 1111, 6964, 382, 13168, 1340, 3273, 1201, 9607]
[7902, 143, 7495, 143, 205, 1122, 12847, 1122, 6868, 143, 6792]
[7684, 9, 8148, 1044, 14458, 1168, 6396, 1088, 6564, 745, 8948]
[11858, 838, 14214, 1164, 11969, 1011, 11796, 910, 11268, 488, 12223]
[2205, 923, 9960, 573, 4625, 1088, 5305, 745, 4066, 923, 9501]
[9063, 589, 3223, 459, 7694, 968, 9212, 1201, 4936, 143, 285]
[14618, 935, 733, 1180, 2592, 953, 14509, 953, 6417, 642, 14509]
[11574, 180, 3779, 1001, 4105, 134, 7123, 134, 4447, 134, 434]
[5018, 856, 2030, 648, 10559, 160, 10861, 65, 10162, 751, 6724]
[2498, 904, 6300, 33, 8068, 904, 6300, 33, 2498, 904, 6300]
[13684, 725, 13953, 983, 7942, 877, 11585, 793, 7942, 387, 2119]
[1170, 925, 12242, 146, 14858, 898, 10626, 514, 12223, 47, 10599]
[9050, 721, 8269, 86, 11156, 721, 8269, 86, 1579, 296, 13346]
[12557, 1111, 12400, 1088, 7969, 745, 13616, 844, 534, 648, 13167]
[14398, 508, 11545, 565, 14398, 508, 9474, 589, 13966, 1096, 12764]
[8307, 1122, 11153, 180, 982, 421, 7785, 485, 5206, 1, 3325]
[10462, 144, 2302, 429, 1453, 892, 2302, 277, 7619, 791, 5006]
[162, 190, 5516, 472, 637, 866, 2536, 472, 6324, 472, 2708]
[9404, 1279, 6987, 667, 14297, 1218, 10544, 863, 4356, 1218, 10518]
[6157, 1226, 5842, 136, 14575, 1111, 5708, 136, 5218, 624, 13836]
[358, 1058, 10480, 727, 2179, 836, 1210, 468, 2179, 780, 12764]
[7708, 330, 6327, 472, 3106, 472, 2344, 472, 9135, 472, 9401]
[4886, 319, 1417, 241, 339, 469, 2953, 1138, 13088, 254, 1285]
[13680, 650, 4589, 702, 5149, 571, 3337, 1334, 14326, 1257, 7956]
[4215, 1088, 7816, 745, 9368, 1096, 5590, 261, 4694, 965, 587]
[12530, 844, 3442, 65, 5430, 1096, 3494, 1079, 1767, 1291, 8939]
[14761, 853, 12273, 565, 12891, 508, 2267, 875, 13141, 520, 1545]
[4165, 910, 12334, 976, 12223, 349, 1356, 684, 470, 42, 8006]
[14103, 583, 14762, 721, 9781, 86, 4789, 296, 5825, 1207, 9433]
[14370, 242, 8061, 814, 4076, 242, 8061, 814, 12496, 242, 7250]
[11218, 1088, 947, 745, 8706, 686, 14604, 104, 546, 1058, 5431]
[6392, 853, 8995, 875, 2544, 624, 2701, 1122, 1676, 516, 11834]
[10237, 748, 5590, 1089, 13734, 790, 7008, 754, 207, 1138, 13088]
[7829, 495, 3694, 1014, 2999, 1296, 5861, 565, 3379, 508, 2525]
[13787, 1096, 3443, 910, 1639, 910, 12733, 52, 5239, 316, 8627]
[11313, 104, 2931, 242, 2983, 814, 2787, 242, 7963, 30, 9040]
[12544, 877, 11744, 1244, 12544, 8, 8411, 793, 10258, 381, 4746]
[6246, 1275, 5833, 763, 6540, 93, 863, 565, 14770, 508, 12138]
[2092, 136, 10696, 1111, 5132, 1096, 9163, 845, 14090, 858, 5239]
[5928, 1096, 763, 845, 9904, 49, 3877, 316, 424, 548, 3457]
[14647, 910, 12466, 910, 14647, 37, 4418, 721, 8269, 86, 5920]
[6476, 653, 612, 665, 251, 887, 9527, 665, 8943, 448, 1509]
[7205, 508, 6931, 1122, 14025, 1122, 2759, 1122, 4773, 589, 12072]
[2980, 1226, 13658, 1296, 11421, 516, 6484, 93, 679, 1053, 14389]
[13941, 118, 11441, 864, 14700, 166, 4283, 734, 14783, 118, 12922]
[7136, 991, 4832, 1028, 3334, 859, 9928, 425, 2407, 583, 11617]
[13757, 421, 6856, 696, 393, 458, 9987, 104, 5093, 1058, 6469]
[9154, 1331, 9914, 1226, 11940, 935, 733, 814, 12129, 421, 11355]
[14772, 1340, 4426, 751, 5010, 1226, 7268, 136, 10926, 624, 1064]
[7637, 624, 14465, 875, 5218, 624, 11821, 1122, 1912, 565, 14398]
[10028, 368, 13974, 1263, 4865, 1122, 14017, 721, 9781, 86, 2069]
[5702, 425, 5912, 583, 10969, 421, 5241, 261, 3377, 1123, 5241]
[3954, 192, 2119, 665, 9566, 381, 7555, 246, 5895, 887, 6547]
[5024, 622, 9495, 1273, 9985, 579, 2848, 714, 5590, 444, 2890]
[4095, 229, 3929, 316, 3417, 59, 6963, 1180, 9962, 1218, 7490]
[11727, 805, 1088, 1142, 2511, 624, 13814, 1142, 2511, 624, 4177]
[7846, 95, 8942, 421, 7846, 996, 3613, 721, 8269, 86, 2395]
[1057, 595, 4741, 530, 2536, 472, 4741, 3, 1958, 330, 13001]
[14711, 425, 4300, 583, 11594, 425, 4300, 583, 3648, 425, 4300]
[2283, 421, 12937, 699, 12844, 1275, 10150, 136, 10959, 853, 11486]
[1774, 766, 13396, 1227, 7582, 27, 10575, 589, 4749, 136, 9352]
[1628, 421, 3408, 536, 59, 460, 5800, 600, 2313, 872, 13576]
[2112, 387, 7555, 246, 3684, 1194, 6781, 629, 740, 118, 4845]
[13137, 1334, 14326, 1257, 11450, 751, 11557, 104, 5421, 1058, 12969]
[9384, 421, 1176, 444, 2890, 390, 13472, 1001, 4447, 134, 6773]
[6499, 346, 3325, 721, 9781, 86, 3325, 35, 6005, 52, 1904]
[5193, 136, 4917, 1111, 1983, 1321, 14906, 53, 2696, 548, 2668]
[8922, 565, 4, 508, 9694, 589, 5773, 1296, 7955, 143, 5498]
[12939, 381, 4746, 246, 1670, 734, 2172, 118, 12501, 877, 9534]
[3735, 507, 6276, 733, 3735, 222, 9199, 1107, 3735, 222, 6276]
[7167, 104, 8233, 1058, 3007, 1008, 9088, 892, 2302, 429, 1453]
[10875, 495, 3198, 1111, 11870, 1088, 5305, 745, 429, 1096, 4688]
[13458, 93, 4865, 1122, 11387, 925, 7120, 1147, 4114, 516, 11535]
[12209, 1122, 12637, 1122, 3901, 143, 9031, 53, 5590, 1164, 13905]
[14607, 1226, 2271, 935, 733, 1180, 7746, 1327, 733, 801, 14738]
[5619, 136, 10872, 624, 6909, 1122, 12396, 1122, 14142, 1226, 8895]
[10933, 1147, 14488, 565, 14316, 508, 7310, 1286, 7603, 440, 6869]
[6649, 1044, 8621, 1147, 3876, 1122, 14289, 1122, 3052, 1278, 4801]
[7975, 577, 12223, 1052, 207, 559, 6638, 98, 4558, 1053, 4358]
[12980, 1122, 12058, 1138, 13088, 277, 11988, 721, 9781, 86, 9724]
[3422, 255, 274, 1343, 14694, 255, 3720, 429, 987, 104, 14386]
[12636, 143, 7959, 1142, 3405, 853, 7228, 1226, 3026, 1296, 14725]
[12719, 180, 14925, 1147, 7119, 1053, 14925, 1147, 7119, 1122, 13313]
[7259, 65, 10598, 902, 3325, 35, 9539, 601, 3325, 35, 5688]
[8713, 589, 2731, 751, 7462, 53, 12937, 85, 7564, 786, 8636]
[9504, 565, 4188, 508, 12145, 684, 470, 42, 4980, 152, 6781]
[8587, 719, 8578, 104, 8534, 296, 11198, 1207, 11140, 188, 13017]
[7169, 751, 3409, 64, 1090, 721, 8269, 86, 12694, 1147, 13220]
[7514, 565, 10320, 508, 398, 565, 10320, 508, 14863, 565, 10241]
[5558, 1157, 3956, 188, 3325, 35, 11608, 910, 6477, 85, 12714]
[8595, 935, 10656, 1081, 2855, 692, 12705, 562, 6768, 1164, 204]
[5817, 421, 14458, 1168, 12819, 856, 9009, 648, 9655, 751, 9006]
[5610, 53, 5590, 1164, 3925, 1164, 14702, 1164, 2787, 242, 7953]
[9502, 180, 6150, 1164, 9130, 242, 86, 814, 3487, 360, 3325]
[14476, 856, 7374, 65, 3389, 136, 3617, 624, 2504, 1122, 7471]
[14441, 1275, 11668, 136, 12349, 1111, 604, 751, 11866, 53, 12937]
[1495, 1138, 13088, 254, 12994, 718, 733, 1180, 6856, 85, 10015]
[14234, 1, 3325, 35, 4714, 352, 5030, 978, 8718, 1079, 7668]
[9584, 459, 6415, 384, 13227, 853, 4021, 892, 12296, 429, 3374]
[322, 416, 14055, 1340, 8807, 459, 3446, 384, 12654, 1111, 11279]
[3580, 565, 14589, 508, 9918, 860, 8264, 458, 10937, 612, 13011]
[14469, 298, 14338, 12, 12749, 973, 7023, 1226, 957, 136, 13388]
[5522, 1174, 7582, 1132, 13457, 518, 14683, 1227, 10000, 1280, 2340]
[11673, 690, 14854, 27, 11673, 1138, 14764, 277, 3904, 150, 11551]
[12576, 421, 7221, 1079, 13591, 900, 13462, 53, 5590, 696, 12748]
[9116, 1122, 3940, 1142, 143, 1111, 4167, 319, 12599, 1226, 1973]
[3452, 1226, 3495, 1096, 14539, 1164, 12874, 242, 12290, 814, 8564]
[8984, 62, 11374, 469, 12092, 565, 9035, 508, 13729, 1226, 14152]
[10621, 1226, 11896, 1088, 7816, 745, 6066, 336, 9511, 597, 8295]
[13296, 516, 12595, 93, 12132, 1142, 717, 520, 3966, 1263, 10392]
[9449, 1056, 14005, 717, 1508, 1334, 14326, 1257, 9178, 844, 552]
[5531, 571, 1582, 935, 733, 780, 3457, 548, 2696, 548, 5072]
[11589, 1340, 7829, 160, 13622, 65, 11775, 1096, 5590, 261, 5210]
[3615, 330, 365, 3, 12932, 516, 12095, 93, 11334, 298, 1674]
[7706, 624, 1275, 595, 2344, 193, 4173, 180, 3132, 1147, 586]
[7333, 1053, 4260, 721, 9781, 86, 1676, 516, 1999, 93, 8976]
[13165, 1111, 1504, 844, 7374, 65, 21, 1201, 5523, 971, 11650]
[5693, 565, 3453, 508, 5707, 53, 5590, 354, 14287, 354, 4538]
[13270, 461, 3598, 856, 7338, 65, 12710, 751, 10197, 1142, 8656]
[615, 589, 11112, 1296, 1686, 589, 11431, 1321, 3767, 875, 7176]
[2576, 1226, 4017, 136, 9352, 520, 3194, 384, 6976, 1111, 3456]
[12616, 332, 3031, 441, 11829, 699, 330, 635, 424, 1164, 12320]
[791, 421, 2225, 607, 10394, 407, 5818, 607, 10394, 407, 7135]
[7048, 200, 4512, 1096, 5590, 1016, 11468, 536, 7794, 12, 9149]
[8397, 1044, 10109, 425, 4073, 583, 12168, 721, 8269, 86, 519]
[8853, 65, 5346, 844, 7779, 65, 10757, 436, 4580, 1275, 8106]
[5559, 255, 2459, 429, 12969, 1226, 11148, 459, 14674, 384, 14746]
[150, 143, 4219, 597, 8490, 416, 185, 565, 4415, 508, 3523]
[12741, 1156, 13376, 938, 1207, 887, 13376, 938, 14076, 195, 5901]
[863, 516, 3006, 93, 14336, 190, 5358, 1328, 5104, 721, 9781]
[8443, 495, 1161, 1111, 8622, 751, 1505, 1122, 4476, 1122, 9309]
[14597, 761, 11935, 947, 9275, 761, 3293, 867, 13191, 761, 3293]
[11372, 1260, 7132, 204, 7545, 1008, 1067, 565, 294, 508, 5289]
[4793, 508, 8712, 1142, 9305, 853, 3436, 298, 14338, 12, 9230]
[336, 1340, 3342, 136, 14844, 853, 2879, 1053, 8621, 1168, 4102]
[13081, 429, 14727, 876, 10740, 1139, 1981, 1142, 4684, 853, 3073]
[3846, 748, 6856, 1339, 4681, 233, 1483, 910, 13494, 910, 1483]
