[9269, 514, 12223, 1052, 207, 565, 6211, 508, 3243]
[14655, 495, 9202, 1111, 14880, 136, 12810, 1111, 4568]
[7385, 421, 5590, 1089, 7754, 304, 13694, 1259, 1601]
[7358, 74, 11968, 394, 11670, 33, 12231, 428, 2131]
[7487, 1122, 3057, 589, 3247, 1177, 14707, 122, 7039]
[13275, 516, 4422, 93, 11943, 1053, 9195, 1164, 1762]
[14588, 516, 401, 93, 14588, 516, 3006, 93, 11403]
[9159, 52, 49, 316, 8645, 1079, 10011, 229, 6781]
[2952, 1096, 10017, 1079, 7164, 786, 12937, 1164, 11286]
[9214, 93, 6026, 565, 10241, 508, 12244, 595, 5358]
[456, 565, 4, 508, 14008, 143, 12398, 143, 14008]
[12655, 1053, 2189, 421, 11656, 910, 2867, 910, 10877]
[1483, 1164, 5817, 1147, 5692, 565, 4, 508, 7907]
[6656, 136, 5258, 624, 14812, 1053, 14214, 1164, 8952]
[3535, 935, 14920, 1180, 3457, 910, 184, 309, 5590]
[11519, 1296, 1077, 355, 12683, 844, 9034, 65, 2200]
[14614, 136, 5910, 1014, 5268, 935, 13130, 1180, 3457]
[13142, 425, 5912, 583, 14930, 425, 5912, 583, 3848]
[7377, 269, 3301, 597, 3498, 1088, 5305, 745, 3366]
[27, 844, 7374, 65, 11895, 136, 11569, 1111, 1036]
[7114, 910, 5478, 1164, 11784, 421, 5478, 910, 7114]
[8114, 143, 2829, 597, 2427, 1201, 9596, 324, 5987]
[2187, 387, 7555, 246, 7950, 192, 2119, 665, 9975]
[4040, 225, 14519, 721, 9781, 86, 12744, 774, 6906]
[11621, 890, 10243, 171, 1331, 814, 13122, 242, 1331]
[7756, 511, 2529, 751, 12585, 1226, 1111, 1296, 10515]
[10558, 1142, 3994, 520, 3240, 384, 12423, 624, 11191]
[3498, 1088, 7969, 745, 9238, 991, 11458, 1168, 9238]
[7346, 702, 7103, 798, 5534, 751, 12988, 1138, 13088]
[10465, 543, 12410, 533, 1276, 1026, 6634, 887, 12186]
[4513, 875, 12812, 624, 12170, 875, 9726, 520, 2921]
[9293, 190, 9371, 472, 8403, 193, 13456, 180, 7067]
[14381, 577, 12223, 326, 8650, 1259, 8813, 394, 2478]
[10037, 1058, 12161, 1142, 5699, 624, 4678, 1142, 3994]
[13810, 43, 9792, 721, 8269, 86, 12677, 53, 5590]
[7225, 180, 11434, 421, 5072, 548, 6856, 1164, 13510]
[1655, 1142, 7060, 1111, 8611, 1296, 11926, 89, 8016]
[4522, 1273, 1830, 579, 6610, 322, 3903, 180, 6543]
[2054, 1096, 5269, 444, 10090, 1090, 3340, 1291, 8939]
[6282, 421, 4535, 1327, 13340, 836, 1210, 468, 14541]
[8973, 1142, 6976, 1111, 3825, 1201, 13488, 684, 470]
[6498, 721, 8269, 86, 7498, 245, 3325, 35, 4783]
[8945, 368, 13644, 1263, 12636, 1142, 9673, 624, 6553]
[11427, 242, 7963, 890, 11501, 1207, 14947, 242, 11357]
[14192, 721, 9781, 86, 14646, 1226, 11480, 269, 12521]
[6546, 407, 9985, 1128, 12216, 898, 2692, 721, 8269]
[7553, 892, 14779, 429, 976, 1138, 13088, 277, 5426]
[744, 192, 2119, 665, 14463, 887, 7555, 665, 3991]
[9014, 968, 7332, 459, 3194, 1263, 376, 1226, 3978]
[9186, 1245, 12892, 37, 14551, 579, 523, 1273, 1830]
[6242, 475, 7980, 1007, 7684, 9, 9537, 107, 3325]
[13406, 948, 5590, 261, 10711, 56, 3325, 35, 8906]
[13596, 1122, 10347, 1226, 3200, 1296, 5502, 1340, 7539]
[9810, 442, 1652, 1138, 13088, 277, 10540, 144, 13356]
[14784, 624, 5734, 1122, 3530, 565, 4188, 508, 6048]
[8614, 8, 13713, 1244, 10121, 381, 4746, 246, 2587]
[13408, 624, 450, 74, 11875, 805, 317, 565, 12891]
[6070, 190, 12126, 472, 8222, 472, 1470, 472, 11231]
[9355, 595, 13324, 530, 3146, 193, 5411, 1142, 1624]
[417, 516, 12095, 93, 12932, 516, 6058, 93, 1584]
[7350, 1004, 3227, 93, 13669, 241, 14633, 319, 842]
[1595, 329, 10482, 1058, 14442, 143, 14200, 143, 14616]
[13124, 296, 12795, 1207, 5742, 619, 1039, 329, 10653]
[5804, 1164, 7709, 242, 2983, 814, 13965, 242, 8061]
[7366, 1004, 13164, 58, 11553, 58, 852, 93, 14006]
[6907, 136, 6976, 624, 6225, 1142, 3198, 1111, 14432]
[5140, 421, 1483, 1164, 2273, 948, 1483, 261, 4681]
[872, 705, 905, 1207, 9187, 619, 12592, 329, 5288]
[13311, 1226, 13096, 748, 5590, 1164, 10287, 421, 5590]
[6739, 192, 2119, 246, 12895, 887, 6547, 665, 13228]
[10835, 853, 6390, 1142, 11194, 624, 4070, 511, 7179]
[7518, 721, 8269, 86, 13360, 875, 12420, 520, 12746]
[12540, 233, 11690, 1164, 2945, 184, 12821, 421, 3844]
[9715, 887, 2119, 665, 7481, 381, 4746, 246, 2021]
[10783, 565, 5011, 508, 7171, 104, 2571, 296, 7277]
[13813, 514, 12223, 349, 1356, 1214, 14942, 251, 1360]
[8791, 600, 2313, 872, 12176, 1095, 5363, 1008, 9689]
[517, 53, 5590, 1079, 10752, 1291, 6256, 1298, 3325]
[11429, 579, 11693, 1273, 7135, 579, 11693, 1273, 5256]
[11895, 1096, 715, 73, 6768, 493, 6304, 52, 5239]
[4888, 53, 8939, 1164, 13213, 421, 11190, 354, 13213]
[10230, 421, 1830, 536, 6341, 12, 9106, 1053, 13316]
[5097, 936, 9886, 144, 7568, 600, 2313, 872, 5425]
[956, 1191, 4013, 1329, 1685, 409, 6341, 12, 8956]
[1396, 721, 9781, 86, 14546, 721, 9781, 86, 4846]
[2931, 242, 7963, 814, 9295, 619, 1039, 329, 6854]
[2109, 898, 10980, 52, 3877, 376, 4596, 1291, 2744]
[7839, 1164, 12496, 721, 8269, 86, 12627, 958, 3102]
[8246, 160, 10861, 65, 4026, 1296, 7827, 1142, 14071]
[2214, 1168, 13502, 1088, 7816, 745, 13037, 902, 13017]
[11673, 440, 8746, 53, 5590, 522, 4979, 588, 12890]
[9170, 1122, 9812, 1122, 9170, 1122, 5041, 1340, 4128]
[3958, 1122, 8919, 143, 11589, 143, 6855, 143, 6512]
[893, 387, 2119, 665, 6823, 877, 1298, 199, 9892]
[11533, 1226, 7532, 1137, 14326, 1257, 13257, 844, 12329]
[4389, 968, 2279, 319, 14213, 1122, 7228, 727, 733]
[2337, 543, 530, 314, 462, 887, 12186, 665, 13251]
[3272, 1296, 6265, 461, 12032, 495, 8345, 1111, 6044]
[4463, 1138, 13088, 254, 8304, 717, 5341, 280, 8260]
[13895, 535, 3625, 579, 10986, 322, 13421, 565, 294]
[10819, 887, 2119, 665, 13703, 381, 4746, 665, 6533]
[14562, 1245, 3457, 385, 3325, 721, 9781, 86, 10041]
[2192, 491, 6856, 1164, 9861, 981, 7846, 95, 8942]
[3433, 1088, 1214, 745, 11571, 269, 3301, 589, 4778]
[3745, 721, 9781, 86, 3616, 1147, 4478, 1142, 7701]
[13621, 143, 9653, 143, 2723, 53, 5590, 261, 13238]
[14205, 1122, 14145, 1226, 10714, 1096, 9836, 425, 5912]
[13723, 887, 2119, 246, 8657, 8, 3046, 1307, 6547]
[2106, 388, 5543, 248, 8650, 1259, 412, 421, 11690]
[8916, 336, 468, 200, 1060, 1096, 10996, 372, 11344]
[4045, 1238, 11250, 938, 409, 1238, 13376, 938, 4680]
[13839, 238, 10068, 930, 991, 840, 7074, 898, 13534]
[5102, 751, 301, 1142, 13428, 1111, 2727, 1088, 1214]
[1195, 721, 9781, 86, 8165, 1142, 12423, 624, 1076]
[7283, 844, 9034, 65, 8822, 902, 3325, 721, 9781]
[1118, 1147, 1857, 595, 12126, 1328, 10804, 484, 6713]
[10647, 520, 5537, 384, 14071, 853, 2761, 180, 14925]
[5247, 488, 12223, 349, 1356, 433, 14391, 53, 5590]
[8656, 624, 7247, 74, 11875, 805, 14431, 875, 5567]
[10556, 751, 11007, 1122, 4460, 53, 5590, 1164, 11539]
[5052, 514, 12223, 721, 9781, 86, 117, 387, 2119]
[9925, 56, 3325, 35, 6885, 788, 3104, 298, 10837]
[12280, 832, 12223, 1158, 5590, 1164, 14581, 242, 7000]
[5570, 302, 12868, 748, 5590, 1164, 7266, 488, 12223]
[4811, 1142, 3439, 624, 2589, 53, 1483, 261, 5962]
[10441, 78, 12937, 1339, 13331, 1164, 3562, 421, 13331]
[8894, 577, 12223, 721, 9781, 86, 994, 1142, 14777]
[12776, 904, 7338, 648, 8334, 1321, 14788, 589, 12348]
[10269, 684, 470, 42, 5312, 516, 1253, 93, 14222]
[8998, 74, 3000, 805, 10106, 1122, 6784, 1122, 10106]
[9714, 337, 6676, 143, 4796, 1122, 1238, 143, 6676]
[8270, 53, 5590, 1164, 12149, 421, 6548, 910, 2687]
[14936, 1142, 10865, 624, 13310, 1142, 10555, 1014, 11114]
[11535, 93, 4038, 721, 8269, 86, 2095, 242, 11418]
[13946, 931, 6856, 1218, 12562, 333, 8939, 1218, 12048]
[3236, 421, 5241, 52, 7107, 376, 455, 635, 763]
[6515, 595, 5358, 530, 7540, 1057, 4720, 736, 3107]
[2640, 1122, 3162, 143, 1521, 1122, 9325, 1226, 7147]
[6089, 368, 5316, 968, 2379, 1177, 10728, 143, 1970]
[9846, 684, 4943, 42, 8358, 330, 8647, 530, 2374]
[5381, 1096, 6856, 1164, 11897, 1123, 6856, 1164, 5595]
[13358, 832, 12223, 47, 10599, 1325, 2188, 240, 2463]
[10703, 232, 11173, 861, 11953, 954, 10994, 861, 11907]
[4412, 1031, 11392, 721, 9781, 86, 7565, 721, 9781]
[14602, 204, 9911, 1138, 13088, 277, 10540, 277, 13911]
[1308, 1122, 9091, 1142, 808, 624, 6676, 1005, 12245]
[4130, 1088, 947, 745, 11358, 1080, 9410, 302, 12531]
[11300, 935, 8357, 562, 8464, 1164, 5072, 600, 2313]
[4873, 1122, 2670, 565, 6083, 508, 13880, 1226, 1073]
[6886, 565, 14316, 508, 4042, 484, 6985, 1328, 5723]
[4876, 1101, 10188, 1018, 9727, 15, 9089, 1018, 4844]
[1768, 1218, 723, 333, 5590, 1164, 11812, 488, 12223]
[11508, 565, 14398, 508, 10148, 973, 9025, 1122, 4614]
[10146, 1044, 8312, 37, 8346, 910, 6991, 910, 8346]
[9839, 1053, 14702, 1164, 4086, 421, 14702, 536, 5589]
[7893, 600, 2313, 872, 7963, 814, 6685, 242, 11746]
[9757, 477, 6322, 751, 5119, 1226, 6322, 935, 14813]
[12424, 421, 5100, 1164, 8038, 421, 1483, 1164, 8067]
[632, 971, 121, 844, 6359, 65, 121, 210, 11293]
[14563, 58, 11222, 93, 12613, 1053, 2014, 421, 1483]
[6686, 384, 12832, 624, 2204, 589, 10935, 1296, 9790]
[1755, 421, 4544, 1164, 8416, 421, 6856, 1164, 6370]
[8916, 210, 2893, 53, 5590, 1164, 11223, 1044, 2240]
[10312, 488, 12223, 349, 1356, 104, 1051, 1058, 12015]
[9860, 600, 2313, 872, 7825, 119, 5590, 261, 4896]
[10660, 721, 8269, 86, 3499, 137, 2346, 39, 6384]
[1817, 1142, 7701, 1111, 12754, 136, 2169, 1111, 8880]
[8389, 445, 5590, 1164, 8850, 619, 7479, 329, 11320]
[9449, 1056, 14005, 1296, 2269, 1142, 4810, 1014, 10881]
[3875, 926, 9198, 721, 8269, 86, 1889, 368, 6798]
[10003, 844, 10861, 65, 2054, 280, 9263, 684, 470]
[1133, 968, 7988, 844, 231, 65, 11698, 844, 534]
[1133, 968, 3256, 1296, 4767, 1005, 12245, 334, 14302]
[13959, 805, 3154, 595, 2344, 1124, 9007, 1053, 6150]
[11737, 488, 12223, 721, 9781, 86, 7943, 248, 8650]
[12268, 421, 3525, 981, 5241, 52, 6781, 723, 11445]
[9854, 1278, 3118, 1142, 10313, 624, 12636, 143, 3214]
[9256, 1334, 14326, 1257, 11450, 614, 13013, 511, 10881]
[12638, 637, 3325, 35, 6885, 421, 9302, 1164, 3983]
[8385, 520, 8202, 384, 1313, 624, 2758, 143, 2670]
[13102, 136, 7645, 1111, 10421, 751, 2494, 1226, 4500]
[4226, 53, 6856, 261, 8942, 948, 6856, 1164, 14106]
[659, 971, 13545, 1321, 4570, 461, 5377, 844, 8785]
[5328, 336, 4219, 597, 1815, 748, 6856, 354, 1483]
[2512, 516, 11834, 93, 1213, 565, 10241, 508, 4982]
[7897, 387, 4746, 246, 14402, 387, 2119, 665, 11225]
[4558, 721, 9781, 86, 6706, 368, 2921, 1263, 14863]
[1727, 1246, 14796, 781, 7206, 1177, 3960, 589, 2807]
[14028, 472, 8222, 472, 2120, 1124, 4173, 565, 5011]
[9304, 421, 8286, 354, 2660, 1147, 8140, 595, 11231]
[8189, 668, 3325, 35, 3983, 845, 13591, 635, 5027]
[2290, 516, 12595, 1004, 5614, 93, 1280, 74, 151]
[13432, 684, 470, 42, 5107, 494, 7953, 814, 14386]
[14783, 793, 11394, 387, 6547, 665, 3714, 192, 6547]
[7132, 565, 13361, 508, 3643, 1053, 10427, 1123, 6856]
[8440, 65, 7472, 1201, 827, 368, 6064, 1263, 9588]
[1919, 887, 7555, 665, 4248, 864, 14913, 590, 7857]
[13311, 1142, 5218, 853, 8972, 802, 8393, 1045, 9056]
[8667, 266, 3241, 880, 8667, 793, 7362, 381, 6547]
[1947, 354, 5147, 421, 1947, 601, 7871, 35, 11576]
[9866, 484, 5358, 193, 8109, 946, 3325, 35, 485]
[7856, 880, 5290, 152, 6781, 723, 415, 887, 2119]
[10590, 296, 3534, 1207, 10723, 242, 1792, 890, 12795]
[495, 853, 1686, 1122, 8021, 1122, 5020, 494, 5552]
[2618, 1278, 5049, 589, 5412, 751, 6814, 29, 5250]
[8491, 103, 1726, 76, 4325, 180, 12493, 1147, 1770]
[13328, 387, 7555, 665, 1103, 387, 4746, 246, 1670]
[9952, 241, 3223, 1177, 14285, 1122, 9501, 461, 405]
[4568, 136, 12810, 1111, 7275, 336, 9662, 597, 2155]
[10911, 53, 5590, 1164, 8761, 619, 1039, 329, 8761]
[8451, 1296, 9816, 595, 4744, 530, 3088, 193, 2830]
[8526, 516, 1965, 93, 6070, 516, 1965, 93, 8526]
[2230, 844, 7822, 65, 5615, 382, 659, 143, 14788]
[5476, 136, 14154, 853, 1228, 1053, 12890, 1168, 219]
[2127, 805, 8150, 516, 7739, 93, 14864, 1142, 1313]
[5940, 1226, 3189, 136, 8336, 624, 10430, 204, 4766]
[1532, 910, 13366, 981, 1731, 1079, 1767, 1291, 5269]
[12972, 508, 3470, 355, 12265, 1096, 5330, 1079, 13273]
[1570, 684, 470, 42, 9410, 302, 4328, 1296, 11748]
[4179, 577, 12223, 349, 1356, 207, 4197, 751, 13421]
[6321, 1122, 8406, 1122, 14879, 311, 1483, 1164, 11872]
[11067, 565, 4415, 508, 11931, 565, 294, 508, 12437]
[5791, 387, 2119, 665, 10819, 381, 2119, 665, 9900]
[13872, 1201, 14032, 324, 13872, 844, 12133, 65, 8168]
[7252, 976, 12223, 47, 10599, 349, 7820, 1075, 2188]
[13794, 1096, 8621, 1168, 3650, 1171, 6019, 589, 565]
[11979, 183, 13908, 1275, 3478, 136, 14065, 1111, 13042]
[10635, 131, 5257, 212, 3660, 746, 5257, 212, 642]
[12284, 477, 9732, 136, 8336, 1111, 5177, 1171, 7297]
[12129, 1058, 2351, 355, 1582, 280, 2351, 355, 4755]
[9185, 280, 1077, 1142, 4380, 853, 13296, 516, 6271]
[1246, 516, 4643, 93, 3321, 484, 8403, 3, 14348]
[6860, 624, 5888, 1138, 13088, 254, 2857, 1200, 11998]
[7378, 180, 3779, 1147, 7011, 368, 14492, 384, 135]
[8096, 65, 9544, 751, 11748, 1226, 5186, 1088, 4423]
[14021, 935, 733, 814, 6932, 188, 3325, 35, 11238]
[2975, 283, 733, 814, 12864, 479, 6410, 721, 8269]
[2487, 104, 1236, 445, 5590, 696, 12483, 857, 7788]
[4270, 488, 12223, 1052, 207, 14, 5590, 1164, 2380]
[11951, 589, 5455, 1296, 14145, 180, 2844, 1147, 13053]
[12980, 461, 7137, 1334, 14326, 850, 11712, 701, 14326]
[3555, 668, 3325, 35, 6005, 910, 3494, 1079, 3340]
[2720, 1296, 6021, 1122, 7318, 1122, 6021, 143, 12702]
[1864, 887, 11250, 665, 3947, 265, 3779, 725, 3947]
[9923, 947, 13034, 761, 7658, 1332, 14785, 222, 2191]
[2702, 589, 11742, 495, 2825, 1014, 8106, 269, 9511]
[9631, 589, 7264, 751, 4722, 589, 7264, 1296, 9631]
[3755, 326, 3147, 712, 4219, 838, 3064, 1164, 1825]
[5593, 904, 10134, 33, 11272, 904, 10134, 33, 7037]
[10909, 844, 8785, 65, 10901, 751, 1798, 892, 8700]
[6187, 233, 12937, 1164, 788, 1128, 12216, 422, 12938]
[12589, 462, 4167, 319, 12599, 589, 1973, 751, 7476]
[621, 946, 3325, 35, 7746, 421, 13162, 1164, 3313]
[11678, 565, 6872, 508, 3643, 565, 5853, 508, 3643]
[14525, 1014, 7552, 1296, 5203, 589, 132, 136, 11194]
[8569, 245, 3325, 35, 485, 1164, 4725, 421, 485]
[7983, 488, 12223, 349, 1356, 705, 13346, 1207, 1127]
[6098, 136, 11258, 1111, 2316, 1088, 1736, 745, 3332]
[11116, 935, 14920, 1180, 10838, 1079, 4095, 1105, 2890]
[6471, 591, 3940, 1226, 4967, 1296, 3470, 1122, 10534]
[384, 14, 14389, 579, 3039, 622, 523, 322, 4558]
[3799, 54, 3064, 1164, 6184, 549, 7414, 591, 12465]
[4765, 520, 8377, 1263, 8789, 1142, 6416, 624, 10603]
[10896, 421, 4688, 1079, 13591, 1291, 12411, 1327, 6963]
[14578, 910, 11038, 421, 6587, 721, 9781, 86, 11459]
[3228, 853, 4751, 875, 3228, 853, 4751, 1138, 13088]
[14125, 421, 3703, 1164, 12160, 78, 3703, 981, 7221]
[4434, 814, 8029, 296, 905, 1207, 13937, 242, 11669]
[4743, 53, 6856, 1164, 11810, 421, 14306, 948, 1483]
[6394, 898, 13534, 789, 9698, 818, 201, 548, 13650]
[6951, 892, 12230, 429, 14055, 1142, 3694, 624, 2334]
[13926, 844, 9034, 62, 12500, 319, 7218, 1142, 5712]
[13231, 1260, 18, 104, 5908, 1058, 88, 565, 10499]
[2725, 421, 6971, 1168, 4119, 844, 7338, 65, 213]
[10143, 565, 4, 508, 421, 1053, 10135, 282, 3325]
[5091, 1122, 12577, 892, 6305, 429, 1840, 684, 470]
[3116, 104, 4218, 1058, 11717, 1142, 9375, 624, 11964]
[8588, 421, 7561, 354, 283, 78, 7561, 948, 1483]
[7572, 1142, 8928, 853, 11611, 53, 5590, 845, 6067]
[6423, 1179, 4544, 1164, 4870, 1147, 7399, 777, 9305]
[6550, 832, 12223, 326, 8650, 712, 2085, 200, 3822]
[14280, 9, 8604, 200, 558, 748, 5590, 261, 13177]
[2959, 508, 6519, 14, 5590, 548, 8939, 1079, 1767]
[245, 665, 7480, 761, 2732, 691, 10172, 888, 14344]
[48, 721, 9781, 86, 7120, 1147, 4114, 1142, 1467]
[11191, 1142, 996, 520, 2051, 384, 12739, 624, 2801]
[6308, 624, 3032, 1142, 12420, 520, 8377, 384, 7261]
[6306, 565, 4188, 508, 5707, 1286, 786, 973, 10712]
[6098, 136, 5910, 520, 11251, 1263, 9079, 368, 6431]
[10666, 448, 612, 71, 14382, 1013, 9527, 665, 1839]
[11998, 421, 8621, 1164, 8043, 1058, 9149, 310, 13310]
[1242, 1122, 13878, 1122, 12135, 368, 9014, 1263, 875]
[3233, 1226, 14482, 844, 9824, 65, 6921, 935, 8357]
[13835, 1128, 14858, 898, 11724, 832, 12223, 721, 8269]
[12421, 651, 6949, 1218, 12421, 863, 2146, 1164, 14043]
[4287, 948, 5590, 261, 5210, 488, 12223, 326, 8650]
[11694, 269, 6589, 597, 7063, 495, 3469, 1111, 494]
[10437, 853, 6344, 53, 4729, 363, 12562, 119, 995]
[3321, 53, 1483, 1164, 4301, 421, 6856, 1164, 3371]
[6020, 180, 12450, 721, 8269, 86, 6917, 805, 2288]
[2200, 844, 12329, 648, 720, 844, 7374, 648, 11266]
[5733, 421, 11690, 788, 7310, 1278, 10630, 973, 4091]
[988, 1122, 10671, 973, 9506, 973, 12981, 368, 5586]
[4021, 892, 4224, 148, 5590, 1164, 7664, 637, 3325]
[3259, 1053, 12699, 910, 2098, 421, 7221, 1079, 330]
[10271, 1203, 3325, 35, 485, 1164, 9304, 421, 8286]
[3128, 387, 4746, 665, 12908, 192, 4746, 665, 7856]
[5081, 1123, 6856, 1164, 14304, 479, 13017, 35, 4991]
[12906, 1, 3325, 35, 6885, 788, 9148, 1122, 7]
[6197, 200, 5242, 1088, 220, 745, 13966, 1296, 2821]
[3399, 394, 11909, 475, 7678, 1319, 3325, 35, 8906]
[14386, 1058, 987, 241, 9181, 1201, 3612, 1226, 10323]
[7306, 1263, 9474, 1122, 879, 565, 10152, 745, 9825]
[7363, 280, 14772, 355, 5077, 721, 8269, 86, 3205]
[7135, 1123, 3457, 1208, 12695, 333, 7221, 910, 5241]
[13833, 1147, 1636, 565, 6872, 508, 1427, 368, 4824]
[9298, 1340, 7035, 1296, 12023, 1142, 10485, 520, 13837]
[13842, 421, 4688, 421, 6768, 493, 8718, 548, 807]
[11192, 520, 6758, 384, 5115, 624, 10763, 595, 7890]
[12198, 471, 3782, 814, 8076, 318, 3325, 721, 9781]
[14038, 890, 905, 1207, 9197, 242, 2478, 65, 2108]
[7714, 189, 14589, 168, 14721, 442, 12800, 727, 733]
[218, 1032, 7091, 402, 3768, 622, 1809, 1273, 2201]
[7703, 571, 8653, 1096, 5590, 1164, 13022, 421, 13939]
[11381, 319, 5012, 565, 4, 508, 7669, 1053, 14214]
[6746, 1096, 5594, 78, 7285, 354, 12947, 845, 13591]
[5011, 508, 9738, 595, 2344, 193, 9816, 1142, 4372]
[13744, 589, 5619, 1296, 4449, 1340, 5619, 856, 11411]
[11615, 1138, 14764, 277, 3192, 779, 9336, 936, 2988]
[441, 104, 10029, 341, 7867, 582, 10495, 242, 993]
[722, 565, 11274, 508, 9194, 1053, 3435, 54, 11656]
[14802, 544, 13118, 0, 11068, 1075, 2188, 240, 1356]
[1312, 1096, 3911, 1164, 12150, 425, 4073, 583, 6256]
[4530, 1334, 14326, 1257, 10091, 136, 12557, 1111, 5650]
[12419, 74, 13302, 805, 10391, 190, 8647, 530, 6713]
[5418, 326, 14718, 712, 1100, 326, 14718, 712, 6464]
[710, 490, 1407, 721, 9781, 86, 11176, 330, 637]
[10046, 1246, 3386, 648, 14940, 469, 10804, 484, 7890]
[3026, 856, 7374, 62, 10191, 721, 9781, 86, 14383]
