[5433, 589, 9281, 136, 11258, 1111, 1732]
[2148, 104, 14878, 637, 13017, 35, 7846]
[1323, 1226, 11131, 382, 13013, 1249, 5077]
[9980, 721, 8269, 86, 13582, 421, 5590]
[9076, 56, 3325, 35, 4783, 1339, 4752]
[8349, 1044, 1741, 1147, 2298, 26, 8357]
[7094, 887, 6547, 246, 12825, 192, 4746]
[12047, 242, 4005, 600, 2313, 872, 13923]
[11407, 565, 4, 508, 13951, 1008, 9911]
[5490, 1263, 11541, 571, 107, 1088, 7969]
[11490, 459, 11054, 1263, 6023, 1142, 17]
[14887, 280, 14070, 565, 12972, 508, 14830]
[14882, 143, 10181, 971, 8281, 935, 733]
[10950, 485, 6500, 421, 10950, 425, 2407]
[1915, 514, 12223, 721, 8269, 86, 2160]
[11065, 1122, 9400, 1122, 6855, 143, 12459]
[4285, 1122, 3563, 597, 8599, 991, 3779]
[731, 751, 3807, 1340, 12059, 459, 6415]
[6541, 421, 6856, 1164, 7618, 421, 6760]
[14401, 1122, 13764, 53, 5590, 1164, 5524]
[1776, 721, 9781, 86, 8643, 887, 14491]
[3343, 180, 5590, 953, 10980, 52, 8974]
[5699, 624, 1076, 565, 6285, 508, 3798]
[8720, 1137, 5875, 1257, 11537, 410, 8028]
[6570, 1122, 8132, 1142, 3198, 1111, 1035]
[13290, 45, 6762, 428, 726, 624, 11729]
[14755, 104, 1452, 248, 13694, 712, 10431]
[10773, 1004, 6108, 58, 11393, 93, 14013]
[11726, 53, 5590, 1079, 10354, 858, 3929]
[12056, 1096, 5027, 444, 6726, 1342, 971]
[9116, 1122, 5049, 1226, 1111, 269, 10515]
[7703, 204, 11847, 1008, 4043, 204, 13245]
[13062, 436, 9241, 327, 14090, 1105, 2890]
[7754, 815, 10326, 898, 3457, 1164, 1007]
[3433, 1096, 5590, 1164, 8122, 1164, 4336]
[5584, 721, 8269, 86, 7162, 887, 12410]
[8108, 1142, 2511, 624, 2082, 1142, 12306]
[3570, 1044, 12738, 78, 14603, 1339, 12738]
[13151, 65, 7467, 280, 3305, 355, 2213]
[3409, 721, 9781, 86, 9293, 190, 10592]
[4671, 1128, 1924, 898, 1460, 354, 7747]
[1155, 613, 2983, 814, 1025, 619, 10158]
[1683, 387, 2119, 246, 3199, 387, 7555]
[10329, 1296, 10553, 1142, 1416, 520, 172]
[14756, 1147, 374, 565, 1054, 60, 3387]
[6029, 684, 470, 42, 5879, 727, 6046]
[3975, 516, 4643, 93, 3183, 1138, 13088]
[2230, 1096, 5330, 845, 7529, 786, 5792]
[14074, 625, 13129, 180, 8621, 634, 5303]
[11773, 861, 2965, 232, 12991, 721, 9781]
[4810, 624, 6131, 1122, 3785, 1142, 13005]
[14558, 721, 8269, 86, 3574, 721, 8269]
[6769, 93, 341, 925, 8682, 1001, 428]
[12998, 460, 5800, 768, 4176, 460, 5800]
[4912, 53, 4544, 95, 10602, 981, 4544]
[10095, 844, 7374, 65, 14073, 856, 7374]
[10181, 1142, 14065, 1111, 2462, 1267, 3385]
[9351, 991, 6184, 549, 8109, 1278, 6449]
[8413, 624, 341, 875, 717, 624, 4155]
[2769, 565, 10152, 745, 8335, 844, 14375]
[8239, 190, 4490, 472, 9135, 472, 3356]
[6341, 12, 9106, 1286, 11999, 1142, 5069]
[4718, 1042, 1169, 269, 13506, 597, 8585]
[10577, 565, 4415, 508, 8042, 565, 6083]
[7257, 421, 13103, 52, 2615, 327, 3340]
[247, 1122, 7962, 143, 4145, 1122, 8177]
[5751, 136, 10555, 1111, 1290, 160, 7374]
[11184, 751, 8188, 875, 7701, 624, 4003]
[9226, 1226, 14744, 856, 8357, 648, 10166]
[955, 665, 13152, 1104, 7648, 1157, 2960]
[9415, 1179, 13534, 95, 10679, 354, 14927]
[3776, 577, 12223, 349, 1356, 1142, 4542]
[6425, 1142, 5567, 624, 4615, 1122, 13401]
[11648, 207, 13527, 1241, 5861, 1226, 9829]
[14642, 844, 13546, 648, 2129, 844, 12329]
[4529, 460, 819, 270, 8175, 298, 1674]
[3128, 387, 6547, 246, 10382, 192, 7555]
[11930, 844, 1895, 65, 6656, 751, 3011]
[4976, 1058, 3804, 1142, 6646, 853, 11778]
[13105, 577, 12223, 1052, 207, 600, 2313]
[7915, 144, 5448, 277, 7301, 779, 11025]
[10634, 565, 6083, 508, 8042, 26, 733]
[9678, 1142, 10959, 1111, 4568, 136, 6007]
[12574, 78, 4544, 788, 7105, 589, 2208]
[13840, 93, 3265, 875, 996, 853, 3551]
[931, 892, 12230, 429, 2788, 143, 7955]
[546, 1058, 10624, 565, 8465, 508, 3044]
[5414, 1117, 6679, 445, 5590, 312, 13462]
[4284, 1122, 4163, 1122, 4295, 1138, 14764]
[2489, 887, 10504, 665, 10067, 1238, 11250]
[12458, 64, 12132, 1142, 717, 624, 10663]
[13500, 1079, 13350, 635, 2331, 910, 184]
[1676, 565, 5011, 508, 4331, 727, 733]
[12349, 1014, 4140, 232, 10206, 1172, 10994]
[1938, 1142, 11368, 624, 10251, 190, 1331]
[8299, 200, 12225, 748, 5590, 1147, 9521]
[9913, 973, 4478, 1226, 13750, 844, 4593]
[11406, 1296, 4679, 1226, 5987, 751, 6924]
[14150, 421, 1483, 261, 4241, 721, 8269]
[5744, 333, 12938, 1044, 14458, 634, 6935]
[9114, 1255, 3325, 35, 6560, 52, 1904]
[4667, 425, 13697, 583, 7193, 1327, 733]
[13985, 910, 6809, 421, 1055, 1164, 12633]
[6991, 910, 8861, 910, 6991, 421, 4688]
[9687, 624, 14006, 875, 3635, 624, 1282]
[4989, 87, 4087, 912, 6904, 53, 1483]
[10190, 838, 14389, 1164, 11216, 1147, 7406]
[4726, 565, 3453, 508, 12049, 143, 2259]
[1217, 875, 1361, 853, 1613, 1122, 5402]
[8657, 877, 3046, 1244, 9286, 192, 7555]
[4361, 516, 1226, 93, 6312, 892, 12230]
[8981, 1044, 1663, 1147, 7204, 204, 8885]
[10524, 805, 10502, 516, 14946, 93, 9118]
[4228, 421, 6548, 485, 8401, 488, 12223]
[2505, 1192, 8260, 143, 9085, 589, 11053]
[188, 684, 470, 42, 7396, 684, 470]
[2047, 887, 4746, 246, 10702, 887, 4746]
[4281, 1147, 3810, 875, 6632, 1014, 12750]
[7920, 1008, 11037, 565, 749, 508, 14013]
[8918, 1088, 5305, 745, 9256, 748, 5590]
[14691, 1164, 2098, 803, 7477, 37, 2098]
[10898, 514, 12223, 1052, 207, 684, 470]
[2886, 530, 708, 193, 2171, 875, 11298]
[2156, 751, 3001, 1142, 1517, 624, 10247]
[4583, 1164, 4953, 965, 11155, 425, 2407]
[6740, 1111, 10962, 1201, 5734, 53, 5590]
[985, 751, 14821, 1226, 4151, 1088, 4423]
[8082, 1096, 5241, 1339, 11882, 421, 3948]
[2060, 861, 8672, 53, 5590, 261, 13406]
[10928, 192, 4746, 665, 1267, 192, 7555]
[11377, 166, 798, 653, 4518, 163, 31]
[5638, 721, 8269, 86, 8892, 923, 11946]
[12904, 53, 5590, 756, 9830, 721, 8269]
[1633, 875, 14239, 624, 9818, 875, 1313]
[12180, 1138, 14764, 254, 7514, 294, 10536]
[7338, 648, 4913, 844, 9972, 65, 9271]
[10173, 1, 3325, 35, 8906, 354, 14156]
[1940, 104, 8204, 421, 5990, 725, 6239]
[2640, 589, 7063, 844, 7779, 65, 14074]
[888, 1275, 6864, 1096, 5269, 78, 7285]
[3457, 1164, 1658, 421, 198, 1147, 13490]
[9026, 1111, 5508, 954, 11173, 861, 10703]
[11663, 565, 3453, 508, 13781, 143, 4792]
[6754, 1096, 5590, 1164, 14117, 248, 343]
[11379, 1275, 3066, 856, 7374, 65, 9919]
[3063, 138, 153, 421, 8627, 1327, 12046]
[10440, 1142, 3994, 624, 3767, 1142, 12632]
[4147, 126, 5911, 866, 13588, 530, 14028]
[1968, 296, 7178, 1207, 2787, 1039, 546]
[8092, 421, 11333, 579, 9621, 1273, 2475]
[794, 1079, 7668, 229, 3877, 316, 3457]
[6274, 330, 8837, 530, 1470, 472, 1665]
[2923, 58, 3227, 93, 11303, 484, 6981]
[640, 192, 7555, 246, 10468, 381, 2119]
[5834, 1226, 12722, 319, 5834, 565, 7585]
[11877, 368, 11782, 384, 10817, 853, 14260]
[7753, 160, 1474, 428, 11160, 45, 13805]
[2895, 421, 10688, 910, 6587, 233, 3457]
[7115, 160, 12231, 65, 14050, 686, 1565]
[12818, 1226, 219, 751, 12749, 1226, 8323]
[5671, 136, 3729, 1111, 4263, 923, 12644]
[11983, 143, 4575, 1122, 11224, 565, 7348]
[13364, 158, 11479, 859, 14494, 1168, 4390]
[11118, 104, 10238, 188, 3325, 35, 4783]
[3478, 269, 1266, 200, 609, 1096, 5590]
[7165, 1137, 14326, 1257, 7956, 269, 10525]
[12858, 508, 7786, 943, 612, 665, 10264]
[5714, 381, 4746, 665, 14870, 387, 4746]
[5685, 336, 2085, 589, 12754, 751, 796]
[2785, 1123, 5241, 85, 7164, 858, 13687]
[12060, 5, 7932, 1052, 543, 14, 3339]
[100, 665, 7984, 926, 4930, 360, 3325]
[6884, 176, 9926, 168, 10701, 326, 8476]
[4423, 745, 503, 495, 9352, 624, 11224]
[4255, 53, 10980, 1079, 14090, 858, 1071]
[3566, 43, 1195, 166, 551, 1194, 3566]
[13582, 1058, 2067, 143, 3177, 143, 3607]
[7127, 1096, 12826, 5, 7549, 826, 13472]
[3186, 53, 5590, 1164, 5536, 425, 2407]
[4458, 143, 11741, 1142, 6842, 624, 13933]
[9243, 306, 3325, 35, 4714, 5, 4207]
[7864, 721, 8269, 86, 7388, 166, 8769]
[2721, 1122, 4458, 1226, 14114, 1088, 7969]
[10135, 1147, 12460, 1053, 14702, 803, 5206]
[12007, 935, 10374, 1180, 3457, 1164, 8859]
[14550, 330, 3682, 3, 9047, 516, 4697]
[5259, 192, 4746, 246, 6802, 381, 4746]
[111, 624, 1329, 1340, 10648, 459, 12229]
[11116, 1096, 5590, 1164, 8131, 1164, 12601]
[14550, 53, 6856, 1164, 8067, 1164, 10732]
[2577, 200, 11130, 1088, 1214, 745, 7441]
[8635, 269, 14051, 589, 7377, 1296, 4343]
[11663, 565, 8438, 508, 14917, 595, 8576]
[10736, 368, 3155, 1263, 14315, 516, 4643]
[1613, 1053, 11216, 463, 13537, 463, 11216]
[9815, 298, 13121, 460, 14338, 648, 10339]
[12997, 971, 11697, 1334, 14326, 1257, 9419]
[12985, 1226, 7674, 748, 5590, 261, 974]
[379, 514, 12223, 326, 1065, 712, 14334]
[14096, 508, 2154, 104, 3219, 296, 6727]
[4218, 1058, 12131, 243, 2844, 1147, 13053]
[4283, 734, 10670, 118, 4283, 887, 6547]
[10165, 754, 13928, 356, 13694, 1259, 6388]
[1931, 565, 11274, 508, 4850, 565, 7348]
[633, 947, 10758, 799, 14491, 665, 10873]
[200, 1147, 12548, 892, 14779, 429, 7235]
[12643, 844, 8785, 65, 14406, 336, 2085]
[11857, 1218, 10756, 119, 11151, 1274, 201]
[738, 1088, 9841, 745, 7885, 1096, 715]
[5023, 684, 470, 42, 7769, 1142, 1517]
[14484, 410, 6066, 748, 5590, 261, 395]
[10224, 991, 10755, 233, 5590, 1164, 13660]
[3830, 53, 5590, 95, 1533, 536, 4676]
[12625, 514, 12223, 47, 10599, 458, 6439]
[14740, 814, 10122, 248, 13694, 1259, 13783]
[11025, 936, 7373, 1170, 6299, 21, 8591]
[11880, 421, 13500, 548, 3457, 953, 5590]
[11544, 421, 5590, 1164, 7078, 188, 3325]
[14398, 508, 9675, 1278, 14201, 1142, 7701]
[410, 922, 8559, 1227, 7676, 721, 9781]
[5695, 136, 5779, 853, 3036, 462, 1691]
[4431, 648, 7115, 1246, 4431, 781, 11369]
[5229, 1122, 10268, 1122, 10697, 143, 7531]
[4101, 326, 1002, 712, 8580, 160, 14155]
[9261, 1226, 4246, 280, 4618, 1340, 13997]
[4182, 624, 9441, 875, 10905, 1111, 10667]
[711, 589, 3407, 1096, 5213, 5, 8935]
[1291, 248, 28, 1259, 9111, 296, 10243]
[4103, 1058, 8055, 511, 6412, 1334, 14326]
[14229, 1112, 1429, 1012, 105, 1277, 14397]
[14748, 684, 470, 42, 14681, 860, 12808]
[7365, 425, 2407, 583, 12140, 721, 8269]
[2136, 712, 11841, 213, 2079, 500, 9869]
[6374, 76, 12044, 368, 706, 733, 11444]
[12879, 721, 8269, 86, 3448, 595, 4744]
[14536, 1008, 645, 575, 2428, 30, 6762]
[11215, 853, 9704, 565, 6083, 508, 7370]
[3526, 1123, 2146, 354, 5499, 78, 2146]
[10713, 360, 3325, 721, 8269, 86, 2364]
[8346, 1123, 4688, 1331, 3496, 565, 6083]
[1338, 1053, 3501, 1147, 14649, 875, 12423]
[13447, 579, 9961, 1273, 3238, 1164, 346]
[4279, 425, 2407, 583, 10856, 233, 5590]
[14517, 976, 12223, 47, 10599, 349, 14802]
[4545, 1226, 2090, 721, 9781, 86, 10449]
[14653, 488, 12223, 326, 8650, 197, 6877]
[4502, 310, 6816, 589, 7467, 1321, 14302]
[6023, 565, 4188, 508, 3167, 516, 3524]
[1145, 1201, 4476, 684, 470, 42, 5016]
[3328, 53, 6856, 1164, 5093, 296, 12795]
[6820, 136, 6842, 1014, 4167, 748, 6856]
[3698, 197, 10777, 684, 470, 42, 14891]
[3338, 960, 3325, 35, 5590, 261, 6664]
[2032, 355, 436, 686, 3727, 438, 616]
[2783, 488, 12223, 349, 1356, 104, 14535]
[2557, 1142, 7118, 853, 1917, 74, 13892]
[12009, 712, 4878, 1002, 9129, 326, 8650]
[3612, 53, 5590, 1164, 2338, 832, 12223]
[7886, 954, 4068, 861, 11003, 136, 3198]
[6095, 300, 1937, 814, 3513, 721, 9781]
[7863, 381, 6547, 246, 3128, 387, 2119]
[12429, 192, 2119, 665, 8240, 192, 7555]
[12970, 761, 1673, 947, 12970, 761, 4868]
[6234, 1096, 13500, 699, 4084, 1245, 14933]
[2810, 461, 11196, 844, 534, 648, 12696]
[4968, 622, 6610, 322, 7091, 1182, 11986]
[1605, 1007, 7684, 1117, 6227, 200, 7635]
[4608, 1137, 5875, 1257, 1454, 1096, 5590]
[13427, 805, 3191, 330, 1470, 193, 10539]
[14779, 429, 12818, 721, 8269, 86, 13572]
[10906, 1142, 7757, 853, 3692, 1226, 10189]
[707, 638, 10380, 1200, 379, 488, 12223]
[4576, 539, 2256, 1112, 5637, 539, 2256]
[9009, 65, 2335, 1096, 8939, 95, 6567]
[9748, 1226, 13522, 280, 1857, 355, 11895]
[512, 805, 12419, 595, 5358, 193, 3311]
[11456, 368, 172, 1263, 3951, 875, 8336]
[5830, 875, 3559, 1111, 14840, 436, 11418]
[280, 838, 14710, 78, 1483, 1164, 5829]
[8845, 242, 11669, 814, 12129, 721, 9781]
[9909, 1296, 7313, 892, 5642, 429, 7455]
[8925, 190, 7300, 193, 7934, 516, 7770]
[14790, 376, 1788, 49, 2194, 316, 10877]
[8880, 416, 13222, 589, 8622, 1096, 6856]
[14349, 1174, 7582, 1132, 5760, 39, 5104]
[10900, 565, 8438, 508, 10058, 684, 470]
[4931, 565, 6872, 508, 6888, 1226, 1466]
[14386, 242, 8061, 814, 12927, 296, 1831]
[11708, 37, 1365, 721, 8269, 86, 4015]
[9922, 1226, 4587, 751, 6284, 565, 3453]
[12042, 136, 11258, 1111, 14905, 844, 10861]
[12727, 58, 3561, 93, 14550, 595, 5358]
[2459, 429, 5996, 53, 5590, 261, 7747]
[10925, 721, 8269, 86, 5478, 354, 8022]
[14047, 1120, 9163, 52, 2615, 316, 5814]
[91, 514, 12223, 349, 1356, 875, 4542]
[11283, 1013, 8387, 314, 914, 887, 612]
[12428, 341, 7628, 582, 7679, 442, 5580]
[9691, 1142, 12306, 853, 1584, 875, 2511]
[11920, 416, 5771, 565, 6872, 508, 2539]
[6298, 1044, 776, 1147, 1062, 53, 5590]
[3319, 1226, 5002, 844, 10861, 65, 9931]
[13453, 53, 3457, 548, 13829, 59, 11853]
[12048, 863, 13623, 53, 13534, 1164, 10660]
[4296, 832, 12223, 326, 8650, 1259, 11377]
[1566, 520, 6030, 384, 4601, 624, 3804]
[11183, 425, 4300, 583, 4763, 233, 5590]
[7805, 565, 6211, 508, 4874, 875, 5867]
[4919, 210, 5023, 53, 5590, 85, 14822]
[10200, 319, 6996, 1138, 14764, 277, 3904]
[9206, 1147, 5745, 559, 6638, 721, 9781]
[468, 1122, 8134, 1278, 7007, 1278, 8134]
[13443, 54, 1034, 421, 6856, 1339, 6273]
[7236, 880, 1298, 419, 7555, 246, 11193]
[399, 93, 7755, 298, 1674, 12, 12152]
[6849, 1138, 13088, 277, 1457, 76, 8869]
[11720, 1053, 1849, 421, 8654, 1164, 14282]
[9511, 200, 3440, 436, 12176, 1095, 9348]
[13628, 204, 10358, 684, 470, 42, 12468]
[10829, 721, 9781, 86, 11778, 1138, 13088]
[3929, 316, 10877, 600, 2313, 872, 6571]
[1761, 104, 13018, 248, 13694, 898, 12633]
[190, 844, 231, 65, 11, 844, 534]
[6822, 53, 5590, 1164, 1134, 637, 3325]
[3600, 1226, 4263, 1201, 3533, 143, 9945]
[10806, 1226, 6675, 136, 7413, 624, 2761]
[4680, 1156, 11250, 665, 5267, 195, 5571]
[413, 508, 12273, 565, 5611, 508, 13003]
[2534, 721, 9781, 86, 9278, 730, 2964]
[2621, 1255, 3325, 35, 13265, 421, 13162]
[3028, 765, 733, 30, 3445, 814, 2958]
[12690, 751, 7180, 310, 14667, 589, 806]
[8749, 751, 8058, 1278, 4058, 1226, 5341]
[10029, 1058, 5249, 565, 9035, 508, 4658]
[6868, 1226, 12000, 751, 3831, 1226, 9825]
[4010, 425, 13697, 583, 9902, 5, 12788]
[14776, 910, 10261, 976, 12223, 47, 10599]
[2357, 887, 7555, 665, 13867, 983, 4229]
[4090, 933, 5769, 721, 8269, 86, 3361]
[14277, 511, 12336, 382, 14277, 1226, 10550]
[12883, 1334, 14326, 1257, 11450, 136, 7645]
[105, 1277, 4576, 539, 2256, 1112, 4576]
[6026, 74, 6761, 721, 9781, 86, 7976]
[8460, 892, 5903, 429, 3196, 565, 7562]
[8251, 600, 2313, 872, 2000, 65, 5291]
[6933, 444, 2890, 390, 8627, 600, 2313]
[5370, 143, 10912, 1226, 2485, 1088, 4423]
[14428, 774, 11275, 516, 4697, 93, 12083]
[532, 425, 2407, 583, 11660, 1011, 3968]
[9785, 1049, 8658, 887, 14491, 665, 4243]
[6982, 1147, 9939, 241, 6774, 631, 2827]
[13405, 269, 8299, 1142, 10808, 624, 10525]
[12537, 1122, 768, 1226, 11644, 751, 13310]
[4782, 1226, 7057, 1096, 8939, 1164, 8036]
[10278, 1203, 3325, 35, 13265, 1123, 5590]
[10160, 233, 8939, 52, 8774, 316, 2668]
[2813, 488, 12223, 1158, 5590, 1034, 9961]
[12639, 971, 9567, 382, 12639, 1138, 13088]
[14010, 180, 2121, 721, 8269, 86, 8265]
[833, 805, 687, 190, 8199, 472, 4744]
[10747, 969, 12530, 495, 11792, 1111, 12157]
[9284, 565, 4, 508, 12797, 565, 4415]
[13501, 1146, 2728, 801, 624, 1226, 11212]
[2494, 204, 5498, 611, 4055, 879, 12399]
[532, 425, 2407, 583, 3541, 832, 12223]
[9675, 1142, 12832, 624, 5344, 1278, 4792]
[7392, 727, 2179, 1180, 6766, 421, 9302]
[6259, 1096, 424, 52, 8827, 316, 13500]
[9774, 1340, 920, 136, 5218, 520, 14163]
[5280, 421, 9902, 642, 3608, 73, 10470]
[3959, 853, 747, 1053, 4358, 1147, 13281]
[9872, 1147, 8289, 180, 9872, 421, 14714]
[10655, 421, 5590, 1164, 5746, 577, 12223]
[1758, 923, 4199, 573, 5262, 1296, 2089]
[43, 421, 5590, 1164, 2297, 1147, 652]
[8598, 56, 3325, 721, 9781, 86, 5156]
[12990, 624, 13369, 925, 8621, 1147, 9222]
[5098, 948, 6856, 1339, 4544, 354, 13604]
[6856, 1164, 10036, 421, 1483, 1164, 1906]
[9406, 296, 9547, 1207, 5908, 296, 6727]
[12516, 9, 3931, 200, 6767, 1088, 9581]
[11580, 1122, 10866, 1142, 7701, 624, 9679]
[7693, 721, 9781, 86, 14489, 514, 12223]
[1584, 1142, 12306, 624, 6642, 74, 11968]
[4514, 346, 3325, 35, 11238, 52, 5239]
[8128, 421, 12937, 59, 3967, 780, 12937]
[4590, 387, 7555, 665, 117, 192, 4746]
[2983, 814, 2931, 242, 6571, 890, 3534]
[1765, 1058, 12112, 516, 8470, 1004, 14249]
[7367, 1123, 2146, 85, 7529, 635, 12397]
[2441, 1088, 1972, 745, 7947, 923, 13451]
[12794, 887, 6547, 665, 9334, 381, 4746]
[8355, 844, 10861, 62, 7410, 1201, 12396]
[6457, 269, 10120, 597, 13042, 382, 6134]
[4831, 1147, 9088, 875, 14598, 556, 4014]
[5315, 463, 11888, 725, 2601, 1194, 6781]
[3085, 136, 8424, 1111, 14845, 459, 2567]
[6763, 511, 7071, 844, 7374, 648, 10770]
[14383, 875, 6340, 853, 7707, 925, 2003]
[3556, 565, 12972, 189, 6083, 508, 4214]
[12347, 751, 3038, 565, 7585, 508, 10774]
[4604, 1147, 13222, 1142, 6007, 1111, 2037]
[3362, 1142, 5720, 1111, 7440, 1296, 1459]
[1951, 327, 13591, 1291, 4805, 5, 6255]
[5445, 387, 4746, 246, 10680, 192, 6547]
[6328, 192, 4746, 246, 13507, 887, 7555]
[1532, 910, 13366, 981, 1731, 910, 13534]
[6545, 242, 86, 814, 1037, 1058, 6236]
[4185, 53, 12937, 59, 4712, 1180, 12937]
[698, 992, 5221, 910, 12493, 1147, 5727]
[10054, 1194, 6781, 723, 10888, 381, 6547]
[9635, 421, 3457, 1079, 7524, 635, 13500]
[5456, 1, 3325, 35, 3983, 910, 5688]
[10023, 1122, 2810, 875, 134, 1111, 4041]
[136, 721, 8269, 86, 14561, 1058, 3319]
[9753, 624, 7449, 1142, 10959, 1111, 12034]
[13464, 8, 7860, 796, 2119, 665, 2369]
[5854, 1122, 11661, 589, 7080, 856, 1478]
[13586, 844, 11117, 65, 5346, 280, 3623]
[8003, 684, 470, 42, 14939, 565, 7585]
[4520, 844, 10861, 65, 10414, 1241, 2452]
[1245, 751, 10700, 1226, 183, 269, 468]
[5131, 97, 14426, 1023, 8721, 368, 2921]
[5296, 442, 3871, 53, 6856, 648, 8027]
[1015, 248, 8650, 712, 6040, 693, 11876]
